Date,CompanyID,CustomerID,TicketsOpened,TicketsResolved,UnresolvedCases,SLA_TargetHours,SLA_ActualHours,NPS_Score,ServiceQualityScore
2025-03-21,2,1014,0,0,0,24,25.74,8,80
2025-03-21,2,1015,4,4,0,24,22.43,7,79
2025-03-21,2,1016,3,3,0,24,14.71,5,76
2025-03-21,2,1017,2,2,0,24,24.35,6,64
2025-03-21,2,1018,3,3,0,24,20.99,8,89
2025-03-21,2,1019,3,2,1,24,21.26,10,88
2025-03-21,2,1020,2,2,0,24,23.19,4,79
2025-03-21,3,1001,1,1,0,24,19.3,8,69
2025-03-21,3,1002,2,2,0,24,23.9,8,88
2025-03-21,3,1003,2,2,0,24,21.66,5,71
2025-03-21,3,1004,2,1,1,24,22.72,10,89
2025-03-21,3,1005,1,0,1,24,18.52,6,63
2025-03-21,3,1006,1,1,0,24,16.9,10,85
2025-03-21,3,1007,0,0,0,24,27.15,2,96
2025-03-21,3,1008,3,3,0,24,22.91,4,100
2025-03-21,3,1009,1,1,0,24,18.82,6,80
2025-03-21,3,1010,1,1,0,24,21.48,7,59
2025-03-21,3,1011,4,4,0,24,26.72,5,81
2025-03-21,3,1012,2,2,0,24,14.64,10,76
2025-03-21,3,1013,4,4,0,24,27.0,7,75
2025-03-21,3,1014,3,3,0,24,21.45,7,88
2025-03-21,3,1015,1,1,0,24,25.17,9,75
2025-03-21,3,1016,4,4,0,24,24.48,6,65
2025-03-21,3,1017,3,3,0,24,22.91,6,100
2025-03-21,3,1018,5,5,0,24,21.25,10,77
2025-03-21,3,1019,3,3,0,24,23.11,4,77
2025-03-21,3,1020,2,2,0,24,14.91,5,92
2025-03-22,1,1001,1,1,0,24,26.43,5,66
2025-03-22,1,1002,2,2,0,24,24.77,7,81
2025-03-22,1,1003,0,0,0,24,20.4,6,81
2025-03-22,1,1004,0,0,0,24,20.5,4,98
2025-03-22,1,1005,6,5,1,24,12.4,8,84
2025-03-22,1,1006,0,0,0,24,17.91,7,95
2025-03-22,1,1007,3,3,0,24,25.46,8,78
2025-03-22,1,1008,2,2,0,24,28.91,9,81
2025-03-22,1,1009,3,2,1,24,20.72,3,76
2025-03-22,1,1010,1,1,0,24,7.18,5,77
2025-03-22,1,1011,4,2,2,24,13.74,4,79
2025-03-22,1,1012,1,1,0,24,28.51,7,70
2025-03-22,1,1013,4,4,0,24,22.2,6,77
2025-03-22,1,1014,3,3,0,24,19.08,7,68
2025-03-22,1,1015,2,2,0,24,16.58,5,63
2025-03-22,1,1016,1,1,0,24,35.51,4,74
2025-03-22,1,1017,4,3,1,24,17.73,9,78
2025-03-22,1,1018,2,2,0,24,14.62,8,77
2025-03-22,1,1019,3,1,2,24,14.04,7,79
2025-03-22,1,1020,0,0,0,24,32.06,8,78
2025-03-22,2,1001,0,0,0,24,29.16,8,77
2025-03-22,2,1002,3,2,1,24,8.4,6,86
2025-03-22,2,1003,1,1,0,24,33.6,5,66
2025-03-22,2,1004,1,1,0,24,28.2,4,86
2025-03-22,2,1005,0,0,0,24,24.38,5,77
2025-03-22,2,1006,4,2,2,24,17.18,7,65
2025-03-22,2,1007,1,1,0,24,25.28,8,66
2025-03-22,2,1008,3,3,0,24,20.6,5,81
2025-03-22,2,1009,0,0,0,24,16.37,7,82
2025-03-22,2,1010,5,4,1,24,23.95,5,71
2025-03-22,2,1011,1,1,0,24,21.84,6,82
2025-03-22,2,1012,1,1,0,24,25.49,7,80
2025-03-22,2,1013,4,4,0,24,10.03,7,94
2025-03-22,2,1014,3,3,0,24,36.33,5,88
2025-03-22,2,1015,3,3,0,24,32.46,3,71
2025-03-22,2,1016,2,2,0,24,22.1,5,83
2025-03-22,2,1017,3,3,0,24,22.42,5,70
2025-03-22,2,1018,3,3,0,24,31.53,5,94
2025-03-22,2,1019,2,2,0,24,16.18,7,80
2025-03-22,2,1020,1,1,0,24,31.22,7,84
2025-03-22,3,1001,3,3,0,24,30.61,9,73
2025-03-22,3,1002,0,0,0,24,11.83,8,76
2025-03-22,3,1003,1,1,0,24,23.13,6,84
2025-03-22,3,1004,2,1,1,24,26.32,10,91
2025-03-22,3,1005,3,3,0,24,15.86,10,89
2025-03-22,3,1006,2,2,0,24,22.45,10,83
2025-03-22,3,1007,0,0,0,24,20.56,5,76
2025-03-22,3,1008,1,1,0,24,16.46,6,88
2025-03-22,3,1009,2,2,0,24,27.35,8,78
2025-03-22,3,1010,0,0,0,24,25.98,5,79
2025-03-22,3,1011,3,3,0,24,31.58,7,79
2025-03-22,3,1012,4,4,0,24,15.28,4,60
2025-03-22,3,1013,2,1,1,24,24.44,8,79
2025-03-22,3,1014,2,2,0,24,35.68,10,72
2025-03-22,3,1015,3,2,1,24,24.98,7,76
2025-03-22,3,1016,2,1,1,24,21.27,7,75
2025-03-22,3,1017,3,3,0,24,22.09,6,82
2025-03-22,3,1018,3,3,0,24,26.63,5,71
2025-03-22,3,1019,0,0,0,24,23.75,6,79
2025-03-22,3,1020,3,3,0,24,21.68,2,80
2025-03-23,1,1001,0,0,0,24,28.69,2,73
2025-03-23,1,1002,1,1,0,24,14.49,5,94
2025-03-23,1,1003,1,1,0,24,19.69,5,91
2025-03-23,1,1004,2,2,0,24,28.81,10,87
2025-03-23,1,1005,1,1,0,24,26.24,7,88
2025-03-23,1,1006,1,1,0,24,23.48,5,79
2025-03-23,1,1007,3,3,0,24,35.07,7,78
2025-03-23,1,1008,0,0,0,24,22.13,5,80
2025-03-23,1,1009,3,3,0,24,19.6,8,79
2025-03-23,1,1010,1,1,0,24,19.71,6,72
2025-03-23,1,1011,0,0,0,24,18.7,9,83
2025-03-23,1,1012,0,0,0,24,29.1,4,79
2025-03-23,1,1013,3,3,0,24,11.84,10,83
2025-03-23,1,1014,1,1,0,24,21.88,7,89
2025-03-23,1,1015,2,2,0,24,16.42,6,87
2025-03-23,1,1016,1,1,0,24,19.07,6,67
2025-03-23,1,1017,2,2,0,24,21.13,6,82
2025-03-23,1,1018,4,3,1,24,31.48,6,72
2025-03-23,1,1019,2,2,0,24,23.56,10,84
2025-03-23,1,1020,2,2,0,24,20.67,6,86
2025-03-23,2,1001,1,1,0,24,19.27,7,54
2025-03-23,2,1002,1,1,0,24,25.76,6,65
2025-03-23,2,1003,3,3,0,24,18.47,10,74
2025-03-23,2,1004,2,2,0,24,11.29,5,83
2025-03-23,2,1005,3,3,0,24,18.96,8,79
2025-03-23,2,1006,3,3,0,24,21.27,6,85
2025-03-23,2,1007,1,1,0,24,18.03,7,77
2025-03-23,2,1008,3,3,0,24,17.01,5,87
2025-03-23,2,1009,2,2,0,24,12.31,3,71
2025-03-23,2,1010,2,2,0,24,16.66,6,80
2025-03-23,2,1011,2,2,0,24,30.07,6,70
2025-03-23,2,1012,3,2,1,24,18.51,8,80
2025-03-23,2,1013,1,1,0,24,13.49,5,76
2025-03-23,2,1014,2,2,0,24,23.76,2,91
2025-03-23,2,1015,3,3,0,24,25.71,7,75
2025-03-23,2,1016,1,1,0,24,25.28,3,73
2025-03-23,2,1017,1,1,0,24,33.33,7,96
2025-03-23,2,1018,2,2,0,24,29.56,8,86
2025-03-23,2,1019,0,0,0,24,26.81,5,69
2025-03-23,2,1020,2,2,0,24,25.7,4,64
2025-03-23,3,1001,2,2,0,24,23.56,4,74
2025-03-23,3,1002,4,4,0,24,21.15,8,75
2025-03-23,3,1003,0,0,0,24,16.01,9,67
2025-03-23,3,1004,0,0,0,24,22.2,7,88
2025-03-23,3,1005,1,1,0,24,23.49,4,72
2025-03-23,3,1006,0,0,0,24,18.37,8,86
2025-03-23,3,1007,0,0,0,24,18.29,6,74
2025-03-23,3,1008,1,1,0,24,13.61,6,67
2025-03-23,3,1009,1,1,0,24,10.12,5,76
2025-03-23,3,1010,0,0,0,24,19.31,7,87
2025-03-23,3,1011,0,0,0,24,23.27,7,65
2025-03-23,3,1012,0,0,0,24,14.63,10,87
2025-03-23,3,1013,4,4,0,24,23.16,5,77
2025-03-23,3,1014,2,2,0,24,20.69,9,78
2025-03-23,3,1015,4,4,0,24,28.58,4,83
2025-03-23,3,1016,2,2,0,24,21.63,6,83
2025-03-23,3,1017,2,1,1,24,21.74,6,67
2025-03-23,3,1018,3,2,1,24,16.56,6,89
2025-03-23,3,1019,2,2,0,24,11.13,10,83
2025-03-23,3,1020,3,3,0,24,25.03,6,90
2025-03-24,1,1001,4,4,0,24,25.63,5,64
2025-03-24,1,1002,2,2,0,24,24.68,9,76
2025-03-24,1,1003,4,4,0,24,22.6,6,66
2025-03-24,1,1004,2,2,0,24,27.84,5,73
2025-03-24,1,1005,2,1,1,24,31.85,6,85
2025-03-24,1,1006,1,1,0,24,17.01,5,74
2025-03-24,1,1007,2,2,0,24,27.29,9,91
2025-03-24,1,1008,2,2,0,24,15.47,9,94
2025-03-24,1,1009,2,2,0,24,22.11,7,83
2025-03-24,1,1010,5,5,0,24,37.29,7,63
2025-03-24,1,1011,1,1,0,24,15.06,2,77
2025-03-24,1,1012,1,1,0,24,17.38,7,92
2025-03-24,1,1013,1,1,0,24,25.57,7,71
2025-03-24,1,1014,2,2,0,24,16.34,4,74
2025-03-24,1,1015,0,0,0,24,14.0,7,67
2025-03-24,1,1016,0,0,0,24,14.28,5,85
2025-03-24,1,1017,0,0,0,24,15.44,7,71
2025-03-24,1,1018,1,1,0,24,14.87,7,79
2025-03-24,1,1019,2,2,0,24,28.47,5,66
2025-03-24,1,1020,2,2,0,24,8.91,9,69
2025-03-24,2,1001,0,0,0,24,22.23,4,55
2025-03-24,2,1002,1,1,0,24,21.04,9,81
2025-03-24,2,1003,1,1,0,24,27.8,6,80
2025-03-24,2,1004,0,0,0,24,27.69,7,74
2025-03-24,2,1005,6,6,0,24,18.4,7,71
2025-03-24,2,1006,2,2,0,24,19.83,8,83
2025-03-24,2,1007,2,2,0,24,29.89,4,86
2025-03-24,2,1008,1,1,0,24,25.13,9,76
2025-03-24,2,1009,0,0,0,24,20.55,7,69
2025-03-24,2,1010,2,2,0,24,26.46,4,71
2025-03-24,2,1011,2,2,0,24,18.88,6,71
2025-03-24,2,1012,2,2,0,24,22.06,6,72
2025-03-24,2,1013,1,1,0,24,14.18,5,63
2025-03-24,2,1014,3,3,0,24,26.67,6,73
2025-03-24,2,1015,0,0,0,24,27.23,8,74
2025-03-24,2,1016,1,0,1,24,19.34,9,72
2025-03-24,2,1017,0,0,0,24,9.67,10,84
2025-03-24,2,1018,2,2,0,24,24.3,4,87
2025-03-24,2,1019,3,3,0,24,25.1,5,72
2025-03-24,2,1020,5,4,1,24,12.36,6,78
2025-03-24,3,1001,3,3,0,24,25.73,5,97
2025-03-24,3,1002,1,1,0,24,25.47,5,75
2025-03-24,3,1003,1,1,0,24,29.3,10,67
2025-03-24,3,1004,1,1,0,24,17.08,5,89
2025-03-24,3,1005,3,3,0,24,14.84,9,67
2025-03-24,3,1006,2,2,0,24,19.56,8,91
2025-03-24,3,1007,0,0,0,24,26.34,7,99
2025-03-24,3,1008,3,3,0,24,25.6,4,82
2025-03-24,3,1009,6,6,0,24,21.05,7,79
2025-03-24,3,1010,3,2,1,24,12.7,6,83
2025-03-24,3,1011,3,3,0,24,24.34,6,77
2025-03-24,3,1012,1,1,0,24,20.71,8,91
2025-03-24,3,1013,3,3,0,24,28.47,7,77
2025-03-24,3,1014,2,2,0,24,28.68,9,58
2025-03-24,3,1015,1,0,1,24,29.44,7,78
2025-03-24,3,1016,2,2,0,24,27.46,8,91
2025-03-24,3,1017,0,0,0,24,25.15,7,62
2025-03-24,3,1018,2,1,1,24,10.71,4,73
2025-03-24,3,1019,1,1,0,24,31.59,8,76
2025-03-24,3,1020,3,3,0,24,18.21,7,64
2025-03-25,1,1001,3,3,0,24,17.12,7,64
2025-03-25,1,1002,1,1,0,24,19.47,6,77
2025-03-25,1,1003,2,2,0,24,18.64,5,70
2025-03-25,1,1004,2,2,0,24,14.92,8,99
2025-03-25,1,1005,1,0,1,24,23.95,5,76
2025-03-25,1,1006,3,3,0,24,13.76,7,74
2025-03-25,1,1007,4,4,0,24,20.06,8,86
2025-03-25,1,1008,1,1,0,24,29.7,5,73
2025-03-25,1,1009,2,2,0,24,17.23,6,96
2025-03-25,1,1010,4,4,0,24,23.53,3,89
2025-03-25,1,1011,0,0,0,24,36.92,9,71
2025-03-25,1,1012,0,0,0,24,20.22,7,58
2025-03-25,1,1013,4,3,1,24,25.61,6,100
2025-03-25,1,1014,3,3,0,24,28.9,4,85
2025-03-25,1,1015,0,0,0,24,38.5,7,79
2025-03-25,1,1016,4,4,0,24,15.87,8,62
2025-03-25,1,1017,4,4,0,24,13.36,5,71
2025-03-25,1,1018,1,1,0,24,16.79,4,79
2025-03-25,1,1019,1,1,0,24,25.09,7,85
2025-03-25,1,1020,3,2,1,24,27.22,4,88
2025-03-25,2,1001,3,3,0,24,20.4,3,81
2025-03-25,2,1002,1,1,0,24,17.04,9,78
2025-03-25,2,1003,2,1,1,24,23.68,9,61
2025-03-25,2,1004,2,2,0,24,21.23,7,86
2025-03-25,2,1005,2,2,0,24,17.39,2,100
2025-03-25,2,1006,2,2,0,24,25.87,4,93
2025-03-25,2,1007,1,1,0,24,25.83,3,94
2025-03-25,2,1008,1,1,0,24,23.22,6,66
2025-03-25,2,1009,1,1,0,24,20.33,8,61
2025-03-25,2,1010,2,2,0,24,29.37,5,68
2025-03-25,2,1011,1,0,1,24,21.73,10,58
2025-03-25,2,1012,0,0,0,24,33.41,3,76
2025-03-25,2,1013,0,0,0,24,20.21,6,83
2025-03-25,2,1014,0,0,0,24,12.79,3,91
2025-03-25,2,1015,3,3,0,24,37.52,6,88
2025-03-25,2,1016,1,1,0,24,24.22,3,69
2025-03-25,2,1017,3,3,0,24,24.3,8,77
2025-03-25,2,1018,5,5,0,24,33.47,5,72
2025-03-25,2,1019,1,1,0,24,25.37,7,63
2025-03-25,2,1020,3,2,1,24,19.4,9,94
2025-03-25,3,1001,3,3,0,24,27.55,9,73
2025-03-25,3,1002,2,2,0,24,22.25,9,85
2025-03-25,3,1003,1,1,0,24,22.7,6,64
2025-03-25,3,1004,5,3,2,24,16.4,3,91
2025-03-25,3,1005,0,0,0,24,25.2,10,85
2025-03-25,3,1006,3,2,1,24,26.93,10,75
2025-03-25,3,1007,1,0,1,24,19.99,8,91
2025-03-25,3,1008,1,1,0,24,38.58,10,85
2025-03-25,3,1009,4,4,0,24,31.44,5,82
2025-03-25,3,1010,3,3,0,24,18.35,6,88
2025-03-25,3,1011,2,2,0,24,22.12,8,81
2025-03-25,3,1012,2,2,0,24,22.62,9,77
2025-03-25,3,1013,2,2,0,24,26.23,7,79
2025-03-25,3,1014,1,1,0,24,24.76,7,91
2025-03-25,3,1015,3,3,0,24,15.63,6,78
2025-03-25,3,1016,4,2,2,24,20.82,7,86
2025-03-25,3,1017,1,1,0,24,18.21,5,95
2025-03-25,3,1018,4,4,0,24,18.31,7,72
2025-03-25,3,1019,1,1,0,24,22.06,8,67
2025-03-25,3,1020,3,3,0,24,14.16,8,91
2025-03-26,1,1001,1,1,0,24,16.78,7,93
2025-03-26,1,1002,2,2,0,24,15.11,10,82
2025-03-26,1,1003,2,2,0,24,28.34,4,84
2025-03-26,1,1004,2,2,0,24,20.36,4,64
2025-03-26,1,1005,1,1,0,24,19.04,4,95
2025-03-26,1,1006,1,1,0,24,17.0,7,91
2025-03-26,1,1007,0,0,0,24,14.72,4,90
2025-03-26,1,1008,1,1,0,24,18.64,6,72
2025-03-26,1,1009,2,2,0,24,15.44,5,65
2025-03-26,1,1010,3,2,1,24,11.05,6,75
2025-03-26,1,1011,1,1,0,24,22.89,6,87
2025-03-26,1,1012,4,4,0,24,17.65,8,73
2025-03-26,1,1013,3,3,0,24,13.01,10,79
2025-03-26,1,1014,1,1,0,24,36.45,6,77
2025-03-26,1,1015,2,1,1,24,22.14,6,87
2025-03-26,1,1016,0,0,0,24,20.56,7,84
2025-03-26,1,1017,2,1,1,24,11.8,10,93
2025-03-26,1,1018,4,4,0,24,24.87,9,71
2025-03-26,1,1019,3,3,0,24,22.45,7,89
2025-03-26,1,1020,0,0,0,24,18.77,5,78
2025-03-26,2,1001,3,3,0,24,28.78,6,85
2025-03-26,2,1002,4,3,1,24,17.96,6,80
2025-03-26,2,1003,3,2,1,24,16.12,2,83
2025-03-26,2,1004,3,3,0,24,15.45,8,69
2025-03-26,2,1005,0,0,0,24,30.32,8,64
2025-03-26,2,1006,0,0,0,24,22.11,6,77
2025-03-26,2,1007,1,1,0,24,30.28,7,78
2025-03-26,2,1008,1,1,0,24,23.8,10,94
2025-03-26,2,1009,3,3,0,24,20.2,5,84
2025-03-26,2,1010,2,2,0,24,24.24,4,83
2025-03-26,2,1011,3,2,1,24,34.88,4,64
2025-03-26,2,1012,2,2,0,24,18.59,4,73
2025-03-26,2,1013,3,3,0,24,25.36,10,78
2025-03-26,2,1014,2,2,0,24,17.85,8,92
2025-03-26,2,1015,2,2,0,24,16.82,6,78
2025-03-26,2,1016,2,2,0,24,24.47,7,72
2025-03-26,2,1017,5,5,0,24,39.75,6,75
2025-03-26,2,1018,1,1,0,24,18.99,4,71
2025-03-26,2,1019,3,3,0,24,15.45,2,85
2025-03-26,2,1020,4,4,0,24,33.27,3,73
2025-03-26,3,1001,2,1,1,24,18.32,4,74
2025-03-26,3,1002,2,2,0,24,24.44,6,77
2025-03-26,3,1003,1,1,0,24,23.39,8,73
2025-03-26,3,1004,2,2,0,24,26.21,6,80
2025-03-26,3,1005,2,2,0,24,16.45,3,83
2025-03-26,3,1006,2,2,0,24,23.88,9,62
2025-03-26,3,1007,3,3,0,24,26.89,5,86
2025-03-26,3,1008,2,2,0,24,22.43,8,90
2025-03-26,3,1009,3,3,0,24,22.11,10,87
2025-03-26,3,1010,1,0,1,24,14.26,5,85
2025-03-26,3,1011,0,0,0,24,18.18,5,63
2025-03-26,3,1012,1,1,0,24,12.93,9,64
2025-03-26,3,1013,4,4,0,24,25.66,3,85
2025-03-26,3,1014,2,2,0,24,25.44,8,92
2025-03-26,3,1015,3,3,0,24,16.85,10,88
2025-03-26,3,1016,1,1,0,24,29.21,8,82
2025-03-26,3,1017,3,3,0,24,28.0,6,78
2025-03-26,3,1018,3,3,0,24,12.1,7,85
2025-03-26,3,1019,6,5,1,24,17.21,5,89
2025-03-26,3,1020,5,5,0,24,22.12,7,81
2025-03-27,1,1001,3,2,1,24,29.65,7,77
2025-03-27,1,1002,1,0,1,24,20.53,5,64
2025-03-27,1,1003,3,3,0,24,24.9,8,74
2025-03-27,1,1004,3,3,0,24,28.47,2,88
2025-03-27,1,1005,1,1,0,24,11.32,10,81
2025-03-27,1,1006,3,3,0,24,22.22,7,89
2025-03-27,1,1007,3,3,0,24,14.71,7,82
2025-03-27,1,1008,3,3,0,24,16.42,4,94
2025-03-27,1,1009,1,1,0,24,16.4,8,83
2025-03-27,1,1010,2,2,0,24,26.88,7,74
2025-03-27,1,1011,0,0,0,24,2.93,7,74
2025-03-27,1,1012,1,1,0,24,18.17,6,83
2025-03-27,1,1013,3,3,0,24,23.02,4,81
2025-03-27,1,1014,3,3,0,24,22.44,6,71
2025-03-27,1,1015,0,0,0,24,44.92,9,69
2025-03-27,1,1016,0,0,0,24,33.66,8,96
2025-03-27,1,1017,3,3,0,24,31.22,10,64
2025-03-27,1,1018,3,3,0,24,28.39,7,82
2025-03-27,1,1019,3,1,2,24,24.59,6,80
2025-03-27,1,1020,1,1,0,24,14.52,5,83
2025-03-27,2,1001,0,0,0,24,9.57,6,76
2025-03-27,2,1002,3,2,1,24,23.03,7,92
2025-03-27,2,1003,6,6,0,24,25.23,6,74
2025-03-27,2,1004,2,2,0,24,23.42,6,65
2025-03-27,2,1005,3,3,0,24,17.95,6,85
2025-03-27,2,1006,2,2,0,24,22.19,6,79
2025-03-27,2,1007,1,1,0,24,15.04,4,100
2025-03-27,2,1008,0,0,0,24,18.55,4,99
2025-03-27,2,1009,0,0,0,24,23.81,7,98
2025-03-27,2,1010,0,0,0,24,16.85,8,79
2025-03-27,2,1011,2,2,0,24,16.99,1,81
2025-03-27,2,1012,2,1,1,24,29.88,9,85
2025-03-27,2,1013,0,0,0,24,17.81,5,73
2025-03-27,2,1014,2,2,0,24,26.38,7,73
2025-03-27,2,1015,1,1,0,24,15.27,7,83
2025-03-27,2,1016,0,0,0,24,22.9,6,81
2025-03-27,2,1017,2,2,0,24,18.95,9,87
2025-03-27,2,1018,5,4,1,24,15.86,6,94
2025-03-27,2,1019,1,1,0,24,30.1,9,55
2025-03-27,2,1020,5,4,1,24,24.92,8,72
2025-03-27,3,1001,3,3,0,24,25.85,9,87
2025-03-27,3,1002,2,2,0,24,16.58,2,92
2025-03-27,3,1003,0,0,0,24,28.48,7,76
2025-03-27,3,1004,2,2,0,24,20.41,4,63
2025-03-27,3,1005,1,1,0,24,29.75,5,63
2025-03-27,3,1006,4,3,1,24,13.7,7,80
2025-03-27,3,1007,2,2,0,24,18.77,9,91
2025-03-27,3,1008,2,2,0,24,26.66,7,66
2025-03-27,3,1009,3,3,0,24,17.08,8,89
2025-03-27,3,1010,3,3,0,24,29.04,9,68
2025-03-27,3,1011,1,1,0,24,23.3,8,95
2025-03-27,3,1012,2,1,1,24,23.56,3,79
2025-03-27,3,1013,3,3,0,24,20.66,8,80
2025-03-27,3,1014,4,3,1,24,18.66,9,80
2025-03-27,3,1015,3,3,0,24,22.64,6,86
2025-03-27,3,1016,4,2,2,24,15.42,6,84
2025-03-27,3,1017,1,1,0,24,28.79,7,85
2025-03-27,3,1018,1,1,0,24,27.05,5,75
2025-03-27,3,1019,0,0,0,24,8.84,10,96
2025-03-27,3,1020,4,3,1,24,18.18,9,81
2025-03-28,1,1001,4,4,0,24,24.14,8,74
2025-03-28,1,1002,0,0,0,24,21.76,8,60
2025-03-28,1,1003,2,2,0,24,22.72,6,76
2025-03-28,1,1004,2,2,0,24,16.7,6,73
2025-03-28,1,1005,4,4,0,24,19.01,6,91
2025-03-28,1,1006,4,4,0,24,24.12,5,66
2025-03-28,1,1007,6,6,0,24,15.81,8,72
2025-03-28,1,1008,3,2,1,24,18.0,8,91
2025-03-28,1,1009,6,6,0,24,16.84,5,69
2025-03-28,1,1010,0,0,0,24,15.13,4,78
2025-03-28,1,1011,1,1,0,24,25.28,8,79
2025-03-28,1,1012,0,0,0,24,26.17,6,76
2025-03-28,1,1013,4,3,1,24,26.01,5,100
2025-03-28,1,1014,3,3,0,24,18.21,4,75
2025-03-28,1,1015,0,0,0,24,25.71,10,84
2025-03-28,1,1016,5,5,0,24,17.78,9,94
2025-03-28,1,1017,7,7,0,24,19.76,4,72
2025-03-28,1,1018,1,1,0,24,26.04,2,86
2025-03-28,1,1019,0,0,0,24,27.75,7,72
2025-03-28,1,1020,3,2,1,24,24.19,2,76
2025-03-28,2,1001,3,3,0,24,23.32,7,83
2025-03-28,2,1002,5,5,0,24,13.18,6,66
2025-03-28,2,1003,3,3,0,24,22.77,5,58
2025-03-28,2,1004,1,1,0,24,22.49,7,89
2025-03-28,2,1005,0,0,0,24,14.01,5,86
2025-03-28,2,1006,1,1,0,24,24.04,6,66
2025-03-28,2,1007,4,4,0,24,11.19,5,60
2025-03-28,2,1008,2,2,0,24,9.12,7,87
2025-03-28,2,1009,2,1,1,24,23.27,3,74
2025-03-28,2,1010,1,1,0,24,12.96,10,70
2025-03-28,2,1011,3,3,0,24,28.48,8,79
2025-03-28,2,1012,2,2,0,24,24.12,5,84
2025-03-28,2,1013,4,4,0,24,22.13,5,93
2025-03-28,2,1014,2,1,1,24,18.18,8,79
2025-03-28,2,1015,2,2,0,24,17.28,10,94
2025-03-28,2,1016,2,2,0,24,24.12,2,94
2025-03-28,2,1017,1,1,0,24,14.26,7,77
2025-03-28,2,1018,7,6,1,24,21.83,2,66
2025-03-28,2,1019,3,2,1,24,30.73,5,83
2025-03-28,2,1020,1,1,0,24,18.77,8,81
2025-03-28,3,1001,2,0,2,24,16.4,6,66
2025-03-28,3,1002,4,4,0,24,21.03,8,72
2025-03-28,3,1003,6,6,0,24,17.42,7,71
2025-03-28,3,1004,3,2,1,24,21.65,4,90
2025-03-28,3,1005,3,3,0,24,33.12,7,60
2025-03-28,3,1006,3,3,0,24,24.87,9,64
2025-03-28,3,1007,3,3,0,24,19.12,7,71
2025-03-28,3,1008,5,5,0,24,25.19,5,85
2025-03-28,3,1009,1,1,0,24,25.51,7,85
2025-03-28,3,1010,5,4,1,24,15.47,6,83
2025-03-28,3,1011,1,0,1,24,21.86,7,68
2025-03-28,3,1012,2,2,0,24,24.34,7,73
2025-03-28,3,1013,1,1,0,24,21.09,10,80
2025-03-28,3,1014,0,0,0,24,21.76,9,73
2025-03-28,3,1015,1,1,0,24,24.06,7,80
2025-03-28,3,1016,1,1,0,24,19.37,4,92
2025-03-28,3,1017,2,2,0,24,23.4,7,63
2025-03-28,3,1018,1,1,0,24,24.16,4,69
2025-03-28,3,1019,4,4,0,24,20.84,9,89
2025-03-28,3,1020,0,0,0,24,27.12,7,75
2025-03-29,1,1001,2,2,0,24,30.92,9,62
2025-03-29,1,1002,1,1,0,24,25.34,5,76
2025-03-29,1,1003,1,1,0,24,15.95,6,74
2025-03-29,1,1004,3,2,1,24,25.45,10,70
2025-03-29,1,1005,2,1,1,24,12.31,6,87
2025-03-29,1,1006,2,1,1,24,29.08,6,62
2025-03-29,1,1007,4,4,0,24,30.34,4,78
2025-03-29,1,1008,2,2,0,24,12.96,9,84
2025-03-29,1,1009,0,0,0,24,20.86,8,77
2025-03-29,1,1010,0,0,0,24,18.79,5,67
2025-03-29,1,1011,3,3,0,24,22.2,7,91
2025-03-29,1,1012,0,0,0,24,17.78,5,83
2025-03-29,1,1013,0,0,0,24,17.29,7,86
2025-03-29,1,1014,0,0,0,24,23.6,4,97
2025-03-29,1,1015,3,2,1,24,24.92,5,70
2025-03-29,1,1016,0,0,0,24,24.36,7,90
2025-03-29,1,1017,1,1,0,24,18.32,4,89
2025-03-29,1,1018,3,3,0,24,22.19,7,62
2025-03-29,1,1019,1,1,0,24,29.29,7,67
2025-03-29,1,1020,2,2,0,24,25.12,6,87
2025-03-29,2,1001,1,0,1,24,41.92,6,95
2025-03-29,2,1002,2,2,0,24,34.1,7,85
2025-03-29,2,1003,4,4,0,24,34.76,7,87
2025-03-29,2,1004,1,1,0,24,12.32,3,82
2025-03-29,2,1005,1,1,0,24,23.91,6,73
2025-03-29,2,1006,0,0,0,24,20.79,8,75
2025-03-29,2,1007,7,7,0,24,21.32,6,68
2025-03-29,2,1008,2,2,0,24,33.82,8,66
2025-03-29,2,1009,4,4,0,24,17.08,6,95
2025-03-29,2,1010,2,2,0,24,19.22,8,84
2025-03-29,2,1011,1,1,0,24,22.79,5,76
2025-03-29,2,1012,1,1,0,24,19.74,8,79
2025-03-29,2,1013,2,2,0,24,20.78,7,73
2025-03-29,2,1014,1,1,0,24,22.46,7,100
2025-03-29,2,1015,3,2,1,24,14.25,4,92
2025-03-29,2,1016,2,1,1,24,20.06,4,83
2025-03-29,2,1017,1,1,0,24,18.74,5,86
2025-03-29,2,1018,3,2,1,24,11.13,6,70
2025-03-29,2,1019,0,0,0,24,13.54,8,74
2025-03-29,2,1020,4,3,1,24,31.39,6,100
2025-03-29,3,1001,3,3,0,24,16.63,10,68
2025-03-29,3,1002,0,0,0,24,22.49,9,83
2025-03-29,3,1003,5,4,1,24,19.29,8,83
2025-03-29,3,1004,1,1,0,24,23.79,5,78
2025-03-29,3,1005,1,1,0,24,11.96,4,87
2025-03-29,3,1006,2,2,0,24,25.99,5,100
2025-03-29,3,1007,1,1,0,24,18.87,6,73
2025-03-29,3,1008,5,4,1,24,26.01,7,91
2025-03-29,3,1009,0,0,0,24,17.2,9,77
2025-03-29,3,1010,4,4,0,24,18.63,9,72
